BS1-001,C,,,,,,,,,,,,,
BS2-034,R,,SEC,,,,,,,,,,,
BS2-035,C,,,,,,,,,,,,,
BS2-036,UR,,SUR,,P,promo.cp4,,,,,,,,
BS2-037,U,,P,promo.cp2,,,,,,,,,,
BS2-038,C,,,,,,,,,,,,,
BS2-039,C,,,,,,,,,,,,,
BS2-040,SR,,SSR,,,,,,,,,,,
BS2-041,C,,,,,,,,,,,,,
BS2-042,C,,,,,,,,,,,,,
BS2-043,U,,,,,,,,,,,,,
BS2-044,C,,,,,,,,,,,,,
BS2-045,SR,,SSR,,P,promo.cp3,,,,,,,,
BS2-046,U,,,,,,,,,,,,,
BS2-047,R,,,,,,,,,,,,,
BS2-048,U,,,,,,,,,,,,,
BS2-049,U,,P,promo.cp4,,,,,,,,,,
BS2-050,U,,,,,,,,,,,,,
BS2-051,U,,,,,,,,,,,,,
BS2-052,C,,,,,,,,,,,,,
BS2-053,C,,,,,,,,,,,,,
BS2-054,C,,,,,,,,,,,,,
BS2-055,UR,,SUR,,SUR,tournament.cp,,,,,,,,
BS2-056,U,,,,,,,,,,,,,
BS2-057,U,,,,,,,,,,,,,
BS2-058,UR,,SUR,,P,tournament.bl2025s1fsea.champion,P,tournament.bl2025s1fsea.runnerup,P,tournament.bl2025s1fsea.finalist,,,,
BS2-059,C,,,,,,,,,,,,,
BS2-060,C,,,,,,,,,,,,,
BS2-061,R,,SEC,,,,,,,,,,,
BS2-062,SR,,SSR,,P,tournament.party.new,,,,,,,,
BS2-063,R,,SEC,,,,,,,,,,,
BS2-064,C,,,,,,,,,,,,,
BS2-065,C,,,,,,,,,,,,,
BS2-066,C,,,,,,,,,,,,,
BS2-067,R,,SEC,,P,promo.cp4,,,,,,,,
BS2-068,SR,,SSR,,SSR,tournament.cp,,,,,,,,
BS2-069,SR,,SSR,,,,,,,,,,,
BS2-070,C,,,,,,,,,,,,,
BS2-071,R,,SEC,,P,promo.cp3,,,,,,,,
BS2-072,U,,P,promo.cp2,,,,,,,,,,
BS2-073,SR,,SSR,,,,,,,,,,,
BS2-074,C,,,,,,,,,,,,,
BS2-075,C,,,,,,,,,,,,,
BS2-076,C,,,,,,,,,,,,,
BS2-077,U,,,,,,,,,,,,,
BS2-078,U,,,,,,,,,,,,,
BS2-079,U,,P,promo.legacy.champion,P,promo.legacy,,,,,,,,
BS2-080,R,,P,tournament.bl2025s4,,,,,,,,,,
BS2-081,U,,,,,,,,,,,,,
BS3-001,C,,,,,,,,,,,,,
BS3-002,C,,,,,,,,,,,,,
BS3-003,U,,P,,,,,,,,,,,
BS3-004,C,,,,,,,,,,,,,
BS3-005,C,,,,,,,,,,,,,
BS3-006,SR,,SSR,,P,tournament.stage,,,,,,,,
BS3-007,C,,,,,,,,,,,,,
BS3-008,C,,,,,,,,,,,,,
BS3-009,R,,SEC,,,,,,,,,,,
BS3-010,UR,,SUR,,,,,,,,,,,
BS3-011,C,,,,,,,,,,,,,
BS3-012,C,,,,,,,,,,,,,
BS3-013,SR,,SSR,,,,,,,,,,,
BS3-014,U,,,,,,,,,,,,,
BS3-015,C,,,,,,,,,,,,,
BS3-016,R,,SEC,,,,,,,,,,,
BS3-017,UR,,SUR,,P,promo.wcs2526.ancient,,,,,,,,
BS3-018,U,,,,,,,,,,,,,
BS3-019,SR,,SSR,,,,,,,,,,,
BS3-020,U,,,,,,,,,,,,,
BS3-021,U,,,,,,,,,,,,,
BS3-022,U,,,,,,,,,,,,,
BS3-023,U,,,,,,,,,,,,,
BS3-024,U,,,,,,,,,,,,,
BS3-025,UR,,SUR,,P,promo.wcs2526.ancient,,,,,,,,
BS3-026,C,,,,,,,,,,,,,
BS3-027,C,,P,tournament.judge,,,,,,,,,,
BS3-028,UR,,SUR,,P,tournament.party,,,,,,,,
BS3-029,SR,,SSR,,,,,,,,,,,
BS3-030,U,,P,,,,,,,,,,,
BS3-031,C,,,,,,,,,,,,,
BS3-032,R,,SEC,,P,promo.prerelease,,,,,,,,
BS3-033,R,,SEC,,,,,,,,,,,
BS3-034,C,,,,,,,,,,,,,
BS3-035,C,,,,,,,,,,,,,
BS3-036,U,,,,,,,,,,,,,
BS3-037,C,,,,,,,,,,,,,
BS3-038,C,,,,,,,,,,,,,
BS3-039,C,,,,,,,,,,,,,
BS3-040,C,,,,,,,,,,,,,
BS3-041,SR,,SSR,,,,,,,,,,,
BS3-042,U,,,,,,,,,,,,,
BS3-043,SR,,SSR,,,,,,,,,,,
BS3-044,U,,,,,,,,,,,,,
BS3-045,U,,,,,,,,,,,,,
BS3-046,U,,,,,,,,,,,,,
BS3-047,U,,,,,,,,,,,,,
BS3-048,U,,,,,,,,,,,,,
BS3-049,C,,,,,,,,,,,,,
BS3-050,SR,,SSR,,,,,,,,,,,
BS3-051,C,,,,,,,,,,,,,
BS3-052,C,,,,,,,,,,,,,
BS3-053,R,,SEC,,,,,,,,,,,
BS3-054,C,,,,,,,,,,,,,
BS3-055,UR,,SUR,,P,promo.wcs2526.ancient,,,,,,,,
BS3-056,C,,,,,,,,,,,,,
BS3-057,R,,SEC,,,,,,,,,,,
BS3-058,C,,,,,,,,,,,,,
BS3-059,C,,,,,,,,,,,,,
BS3-060,UR,,SUR,,,,,,,,,,,
BS3-061,SR,,SSR,,,,,,,,,,,
BS3-062,C,,,,,,,,,,,,,
BS3-063,U,,P,,,,,,,,,,,
BS3-064,C,,,,,,,,,,,,,
BS3-065,U,,,,,,,,,,,,,
BS3-066,SR,,SSR,,,,,,,,,,,
BS3-067,U,,,,,,,,,,,,,
BS3-068,U,,,,,,,,,,,,,
BS3-069,U,,P,tournament.bl2025s3,,,,,,,,,,
BS3-070,U,,,,,,,,,,,,,
BS3-071,U,,,,,,,,,,,,,
BS3-072,U,,,,,,,,,,,,,
BS3-073,C,,,,,,,,,,,,,
BS3-074,C,,,,,,,,,,,,,
BS3-075,C,,,,,,,,,,,,,
BS3-076,SR,,SSR,,P,tournament.bl2026s2,,,,,,,,
BS3-077,UR,,SUR,,,,,,,,,,,
BS3-078,C,,,,,,,,,,,,,
BS3-079,C,,,,,,,,,,,,,
BS3-080,U,,,,,,,,,,,,,
BS3-081,R,,SEC,,,,,,,,,,,
BS3-082,C,,,,,,,,,,,,,
BS3-083,C,,,,,,,,,,,,,
BS3-084,C,,,,,,,,,,,,,
BS3-085,C,,,,,,,,,,,,,
BS3-086,U,,P,,,,,,,,,,,
BS3-087,SR,,SSR,,,,,,,,,,,
BS3-088,UR,,SUR,,P,promo.wcs2526.ancient,,,,,,,,
BS3-089,R,,SEC,,,,,,,,,,,
BS3-090,U,,,,,,,,,,,,,
BS3-091,SR,,SSR,,,,,,,,,,,
BS3-092,U,,,,,,,,,,,,,
BS3-093,U,,,,,,,,,,,,,
BS3-094,U,,,,,,,,,,,,,
BS3-095,U,,P,tournament.cc2025s,,,,,,,,,,
BS3-096,U,,,,,,,,,,,,,
BS3-097,R,,SEC,,,,,,,,,,,
BS3-098,C,,,,,,,,,,,,,
BS3-099,R,,SEC,,,,,,,,,,,
BS3-100,UR,,SUR,,P,promo.wcs2526.ancient,,,,,,,,
BS3-101,C,,,,,,,,,,,,,
BS3-102,U,,P,,,,,,,,,,,
BS3-103,C,,,,,,,,,,,,,
BS3-104,U,,,,,,,,,,,,,
BS3-105,SR,,SSR,,,,,,,,,,,
BS3-106,C,,,,,,,,,,,,,
BS3-107,C,,,,,,,,,,,,,
BS3-108,C,,,,,,,,,,,,,
BS3-109,C,,,,,,,,,,,,,
BS3-110,C,,,,,,,,,,,,,
BS3-111,SR,,SSR,,,,,,,,,,,
BS3-112,C,,,,,,,,,,,,,
BS3-113,UR,,SUR,,P,tournament.bl2026s2,,,,,,,,
BS3-114,U,,,,,,,,,,,,,
BS3-115,SR,,SSR,,,,,,,,,,,
BS3-116,U,,,,,,,,,,,,,
BS3-117,U,,,,,,,,,,,,,
BS3-118,U,,,,,,,,,,,,,
BS3-119,U,,,,,,,,,,,,,
BS3-120,U,,,,,,,,,,,,,
BS3-121,UR,,SUR,,EXR,,P,tournament.cc2024s.champion,P,tournament.cc2024s.runnerup,P,tournament.cc2024s.finalist4,P,tournament.cc2024s.finalist16
BS4-001,C,,,,,,,,,,,,,
BS4-002,C,,,,,,,,,,,,,
BS4-003,R,,SEC,,,,,,,,,,,
BS4-004,U,,P,promo.bs4sp,,,,,,,,,,
BS4-005,UR,,SUR,,P,promo.hys,,,,,,,,
BS4-006,C,,,,,,,,,,,,,
BS4-007,C,,,,,,,,,,,,,
BS4-008,C,,,,,,,,,,,,,
BS4-009,C,,,,,,,,,,,,,
BS4-010,C,,,,,,,,,,,,,
BS4-011,C,,,,,,,,,,,,,
BS4-012,SR,,SSR,,,,,,,,,,,
BS4-013,UR,,SUR,,,,,,,,,,,
BS4-014,R,,SEC,,,,,,,,,,,
BS4-015,SR,,SSR,,,,,,,,,,,
BS4-016,U,,,,,,,,,,,,,
BS4-017,C,,,,,,,,,,,,,
BS4-018,U,,,,,,,,,,,,,
BS4-019,U,,,,,,,,,,,,,
BS4-020,SR,,SSR,,,,,,,,,,,
BS4-021,U,,,,,,,,,,,,,
BS4-022,U,,,,,,,,,,,,,
BS4-023,C,,,,,,,,,,,,,
BS4-024,SR,,SSR,,,,,,,,,,,
BS4-025,C,,,,,,,,,,,,,
BS4-026,UR,,SUR,,P,promo.serialized.old,,,,,,,,
BS4-027,R,,SEC,,,,,,,,,,,
BS4-028,C,,,,,,,,,,,,,
BS4-029,U,,,,,,,,,,,,,
BS4-030,R,,SEC,,,,,,,,,,,
BS4-031,C,,,,,,,,,,,,,
BS4-032,C,,P,promo.bs4sp,,,,,,,,,,
BS4-033,C,,P,promo.ediya,,,,,,,,,,
BS4-034,C,,,,,,,,,,,,,
BS4-035,U,,,,,,,,,,,,,
BS4-036,C,,P,,,,,,,,,,,
BS4-037,C,,,,,,,,,,,,,
BS4-038,UR,,SUR,,P,promo.hys,,,,,,,,
BS4-039,SR,,SSR,,,,,,,,,,,
BS4-040,SR,,SSR,,,,,,,,,,,
BS4-041,U,,,,,,,,,,,,,
BS4-042,U,,P,P,,,,,,,,,,
BS4-043,U,,,,,,,,,,,,,
BS4-044,U,,,,,,,,,,,,,
BS4-045,C,,P,promo.bs4sp,,,,,,,,,,
BS4-046,C,,,,,,,,,,,,,
BS4-047,R,,SEC,,,,,,,,,,,
BS4-048,C,,,,,,,,,,,,,
BS4-049,UR,,SUR,,P,promo.hys,,,,,,,,
BS4-050,C,,,,,,,,,,,,,
BS4-051,C,,,,,,,,,,,,,
BS4-052,U,,,,,,,,,,,,,
BS4-053,UR,,SUR,,P,tournament.bl2025s1f.champion,P,tournament.bl2025s1f.runnerup,P,tournament.bl2025s1f.finalist,,,,
BS4-054,C,,,,,,,,,,,,,
BS4-055,U,,,,,,,,,,,,,
BS4-056,C,,,,,,,,,,,,,
BS4-057,C,,C,variant1,C,variant2,,,,,,,,
BS4-058,R,,SEC,,,,,,,,,,,
BS4-059,SR,,SSR,,,,,,,,,,,
BS4-060,C,,,,,,,,,,,,,
BS4-061,SR,,SSR,,,,,,,,,,,
BS4-062,SR,,SSR,,,,,,,,,,,
BS4-063,U,,,,,,,,,,,,,
BS4-064,U,,,,,,,,,,,,,
BS4-065,U,,,,,,,,,,,,,
BS4-066,U,,,,,,,,,,,,,
BS4-067,C,,,,,,,,,,,,,
BS4-068,C,,,,,,,,,,,,,
BS4-069,C,,,,,,,,,,,,,
BS4-070,C,,,,,,,,,,,,,
BS4-071,U,,,,,,,,,,,,,
BS4-072,C,,,,,,,,,,,,,
BS4-073,UR,,SUR,,P,promo.hys,,,,,,,,
BS4-074,R,,SEC,,,,,,,,,,,
BS4-075,UR,,SUR,,P,tournament.cc2025s,,,,,,,,
BS4-076,C,,,,,,,,,,,,,
BS4-077,SR,,SSR,,,,,,,,,,,
BS4-078,C,,,,,,,,,,,,,
BS4-079,C,,,,,,,,,,,,,
BS4-080,R,,SEC,,P,promo.bs4sp,,,,,,,,
BS4-081,SR,,SSR,,,,,,,,,,,
BS4-082,U,,,,,,,,,,,,,
BS4-083,C,,,,,,,,,,,,,
BS4-084,U,,,,,,,,,,,,,
BS4-085,SR,,SSR,,,,,,,,,,,
BS4-086,U,,,,,,,,,,,,,
BS4-087,U,,,,,,,,,,,,,
BS4-088,U,,,,,,,,,,,,,
BS4-089,UR,,SUR,,P,promo.hys,,,,,,,,
BS4-090,C,,,,,,,,,,,,,
BS4-091,U,,,,,,,,,,,,,
BS4-092,SR,,SSR,,P,tournament.stage.champion,P,tournament.stage.runnerup,P,tournament.stage.finalist,,,,
BS4-093,C,,,,,,,,,,,,,
BS4-094,R,,SEC,,,,,,,,,,,
BS4-095,C,,,,,,,,,,,,,
BS4-096,SR,,SSR,,,,,,,,,,,
BS4-097,C,,P,promo.bs4sp,,,,,,,,,,
BS4-098,UR,,SUR,,P,tournament.bl2024s3f.champion,P,tournament.bl2024s3f.runnerup,P,tournament.bl2024s3f.finalist,,,,
BS4-099,U,,,,,,,,,,,,,
BS4-100,R,,SEC,,,,,,,,,,,
BS4-101,C,,,,,,,,,,,,,
BS4-102,C,,,,,,,,,,,,,
BS4-103,C,,,,,,,,,,,,,
BS4-104,C,,,,,,,,,,,,,
BS4-105,C,,,,,,,,,,,,,
BS4-106,U,,,,,,,,,,,,,
BS4-107,SR,,SSR,,,,,,,,,,,
BS4-108,U,,,,,,,,,,,,,
BS4-109,U,,,,,,,,,,,,,
BS4-110,U,,,,,,,,,,,,,
BS4-111,UR,,EXR,,P,tournament.cc2025w.champion,P,tournament.cc2025w.runnerup,P,tournament.cc2025w.finalist,,,,
BS5-001,C,,,,,,,,,,,,,
BS5-002,C,,,,,,,,,,,,,
BS5-003,U,,,,,,,,,,,,,
BS5-004,C,,,,,,,,,,,,,
BS5-005,SR,,SSR,,,,,,,,,,,
BS5-006,C,,,,,,,,,,,,,
BS5-007,C,,,,,,,,,,,,,
BS5-008,C,,,,,,,,,,,,,
BS5-009,C,,,,,,,,,,,,,
BS5-010,SR,,SSR,,,,,,,,,,,
BS5-011,R,,SEC,,,,,,,,,,,
BS5-012,C,,,,,,,,,,,,,
BS5-013,UR,,SUR,,P,tournament.bl2025s2f.champion,P,tournament.bl2025s2f.runnerup,P,tournament.bl2025s2f.finalist,,,,
BS5-014,U,,P,promo.bs5sp,,,,,,,,,,
BS5-015,U,,,,,,,,,,,,,
BS5-016,C,,,,,,,,,,,,,
BS5-017,C,,,,,,,,,,,,,
BS5-018,R,,SEC,,,,,,,,,,,
BS5-019,C,,,,,,,,,,,,,
BS5-020,U,,,,,,,,,,,,,
BS5-021,U,,,,,,,,,,,,,
BS5-022,U,,,,,,,,,,,,,
BS5-023,SR,,SSR,,,,,,,,,,,
BS5-024,C,,,,,,,,,,,,,
BS5-025,C,,,,,,,,,,,,,
BS5-026,U,,,,,,,,,,,,,
BS5-027,C,,,,,,,,,,,,,
BS5-028,SR,,SSR,,,,,,,,,,,
BS5-029,C,,,,,,,,,,,,,
BS5-030,C,,,,,,,,,,,,,
BS5-031,C,,,,,,,,,,,,,
BS5-032,U,,,,,,,,,,,,,
BS5-033,C,,,,,,,,,,,,,
BS5-034,C,,,,,,,,,,,,,
BS5-035,U,,,,,,,,,,,,,
BS5-036,R,,SEC,,,,,,,,,,,
BS5-037,C,,,,,,,,,,,,,
BS5-038,C,,,,,,,,,,,,,
BS5-039,R,,SEC,,P,promo.bs5sp,,,,,,,,
BS5-040,UR,,SUR,,,,,,,,,,,
BS5-041,C,,,,,,,,,,,,,
BS5-042,U,,,,,,,,,,,,,
BS5-043,U,,,,,,,,,,,,,
BS5-044,U,,,,,,,,,,,,,
BS5-045,U,,,,,,,,,,,,,
BS5-046,C,,,,,,,,,,,,,
BS5-047,C,,,,,,,,,,,,,
BS5-048,R,,SEC,,,,,,,,,,,
BS5-049,C,,,,,,,,,,,,,
BS5-050,C,,,,,,,,,,,,,
BS5-051,C,,,,,,,,,,,,,
BS5-052,C,,P,promo.bs5sp,,,,,,,,,,
BS5-053,SR,,SSR,,,,,,,,,,,
BS5-054,UR,,SUR,,,,,,,,,,,
BS5-055,C,,,,,,,,,,,,,
BS5-056,UR,,SUR,,P,promo.serialized.old,,,,,,,,
BS5-057,C,,,,,,,,,,,,,
BS5-058,R,,SEC,,,,,,,,,,,
BS5-059,SR,,SSR,,,,,,,,,,,
BS5-060,U,,,,,,,,,,,,,
BS5-061,C,,,,,,,,,,,,,
BS5-062,C,,,,,,,,,,,,,
BS5-063,U,,,,,,,,,,,,,
BS5-064,U,,,,,,,,,,,,,
BS5-065,U,,,,,,,,,,,,,
BS5-066,U,,,,,,,,,,,,,
BS5-067,C,,,,,,,,,,,,,
BS5-068,U,,,,,,,,,,,,,
BS5-069,SR,,SSR,,,,,,,,,,,
BS5-070,U,,,,,,,,,,,,,
BS5-071,UR,,SUR,,,,,,,,,,,
BS5-072,C,,,,,,,,,,,,,
BS5-073,C,,,,,,,,,,,,,
BS5-074,U,,,,,,,,,,,,,
BS5-075,SR,,SSR,,,,,,,,,,,
BS5-076,R,,SEC,,P,promo.bs5sp,,,,,,,,
BS5-077,C,,,,,,,,,,,,,
BS5-078,C,,,,,,,,,,,,,
BS5-079,C,,,,,,,,,,,,,
BS5-080,R,,SEC,,,,,,,,,,,
BS5-081,C,,,,,,,,,,,,,
BS5-082,C,,,,,,,,,,,,,
BS5-083,C,,,,,,,,,,,,,
BS5-084,C,,,,,,,,,,,,,
BS5-085,C,,,,,,,,,,,,,
BS5-086,U,,,,,,,,,,,,,
BS5-087,U,,,,,,,,,,,,,
BS5-088,U,,,,,,,,,,,,,
BS5-089,R,,SEC,,P,promo.bs5sp,,,,,,,,
BS5-090,C,,,,,,,,,,,,,
BS5-091,SR,,SSR,,,,,,,,,,,
BS5-092,UR,,SUR,,,,,,,,,,,
BS5-093,UR,,SUR,,,,,,,,,,,
BS5-094,C,,,,,,,,,,,,,
BS5-095,C,,,,,,,,,,,,,
BS5-096,C,,,,,,,,,,,,,
BS5-097,U,,,,,,,,,,,,,
BS5-098,U,,,,,,,,,,,,,
BS5-099,C,,,,,,,,,,,,,
BS5-100,SR,,SSR,,P,tournament.party.new,,,,,,,,
BS5-101,U,,,,,,,,,,,,,
BS5-102,C,,,,,,,,,,,,,
BS5-103,R,,SEC,,,,,,,,,,,
BS5-104,C,,,,,,,,,,,,,
BS5-105,C,,,,,,,,,,,,,
BS5-106,C,,,,,,,,,,,,,
BS5-107,C,,,,,,,,,,,,,
BS5-108,U,,,,,,,,,,,,,
BS5-109,U,,,,,,,,,,,,,
BS5-110,U,,,,,,,,,,,,,
BS5-111,UR,,EXR,,,,,,,,,,,
BS6-001,SR,,SSR,,,,,,,,,,,
BS6-002,U,,,,,,,,,,,,,
BS6-003,U,,,,,,,,,,,,,
BS6-004,C,,,,,,,,,,,,,
BS6-005,C,,,,,,,,,,,,,
BS6-006,C,,,,,,,,,,,,,
BS6-007,R,,SEC,,,,,,,,,,,
BS6-008,SR,,SSR,,,,,,,,,,,
BS6-009,C,,,,,,,,,,,,,
BS6-010,UR,,SUR,,,,,,,,,,,
BS6-011,C,,,,,,,,,,,,,
BS6-012,R,,SEC,,,,,,,,,,,
BS6-013,C,,,,,,,,,,,,,
BS6-014,C,,,,,,,,,,,,,
BS6-015,C,,,,,,,,,,,,,
BS6-016,C,,,,,,,,,,,,,
BS6-017,U,,,,,,,,,,,,,
BS6-018,C,,,,,,,,,,,,,
BS6-019,U,,,,,,,,,,,,,
BS6-020,U,,P,tournament.bl2025s3,,,,,,,,,,
BS6-021,U,,,,,,,,,,,,,
BS6-022,C,,,,,,,,,,,,,
BS6-023,R,,SEC,,,,,,,,,,,
BS6-024,C,,,,,,,,,,,,,
BS6-025,SR,,SSR,,,,,,,,,,,
BS6-026,C,,,,,,,,,,,,,
BS6-027,C,,,,,,,,,,,,,
BS6-028,C,,,,,,,,,,,,,
BS6-029,C,,,,,,,,,,,,,
BS6-030,C,,,,,,,,,,,,,
BS6-031,UR,,SUR,,EXR,,,,,,,,,
BS6-032,U,,,,,,,,,,,,,
BS6-033,C,,,,,,,,,,,,,
BS6-034,U,,,,,,,,,,,,,
BS6-035,R,,SEC,,,,,,,,,,,
BS6-036,U,,,,,,,,,,,,,
BS6-037,C,,,,,,,,,,,,,
BS6-038,SR,,SSR,,,,,,,,,,,
BS6-039,UR,,SUR,,,,,,,,,,,
BS6-040,C,,,,,,,,,,,,,
BS6-041,U,,,,,,,,,,,,,
BS6-042,U,,,,,,,,,,,,,
BS6-043,U,,,,,,,,,,,,,
BS6-044,SR,,SSR,,,,,,,,,,,
BS6-045,U,,,,,,,,,,,,,
BS6-046,C,,,,,,,,,,,,,
BS6-047,C,,,,,,,,,,,,,
BS6-048,R,,SEC,,,,,,,,,,,
BS6-049,C,,,,,,,,,,,,,
BS6-050,C,,,,,,,,,,,,,
BS6-051,UR,,SUR,,,,,,,,,,,
BS6-052,U,,,,,,,,,,,,,
BS6-053,C,,,,,,,,,,,,,
BS6-054,U,,,,,,,,,,,,,
BS6-055,C,,,,,,,,,,,,,
BS6-056,C,,,,,,,,,,,,,
BS6-057,R,,SEC,,,,,,,,,,,
BS6-058,C,,,,,,,,,,,,,
BS6-059,C,,,,,,,,,,,,,
BS6-060,C,,,,,,,,,,,,,
BS6-061,SR,,SSR,,,,,,,,,,,
BS6-062,U,,,,,,,,,,,,,
BS6-063,U,,,,,,,,,,,,,
BS6-064,U,,,,,,,,,,,,,
BS6-065,SR,,SSR,,,,,,,,,,,
BS6-066,R,,SEC,,,,,,,,,,,
BS6-067,C,,,,,,,,,,,,,
BS6-068,C,,,,,,,,,,,,,
BS6-069,C,,,,,,,,,,,,,
BS6-070,C,,,,,,,,,,,,,
BS6-071,C,,,,,,,,,,,,,
BS6-072,C,,,,,,,,,,,,,
BS6-073,SR,,SSR,,,,,,,,,,,
BS6-074,UR,,SUR,,,,,,,,,,,
BS6-075,C,,,,,,,,,,,,,
BS6-076,U,,,,,,,,,,,,,
BS6-077,U,,,,,,,,,,,,,
BS6-078,C,,,,,,,,,,,,,
BS6-079,UR,,SUR,,,,,,,,,,,
BS6-080,C,,,,,,,,,,,,,
BS6-081,R,,SEC,,,,,,,,,,,
BS6-082,U,,,,,,,,,,,,,
BS6-083,C,,,,,,,,,,,,,
BS6-084,U,,,,,,,,,,,,,
BS6-085,U,,P,tournament.stage,,,,,,,,,,
BS6-086,U,,,,,,,,,,,,,
BS6-087,U,,,,,,,,,,,,,
BS6-088,C,,,,,,,,,,,,,
