P-096,粉紅熊熊果凍射擊,【登場時】 在這個回合中，如果有2個或更多自己的餅乾曾暈倒過，則選擇最多1個對手的餅乾。對它造成1點傷害。,[R][R],牙牙學語,2,,
P-097,變身成柔軟的熊熊果凍,當這個餅乾暈倒時，<從自己的手牌棄1張具有FLIP的餅乾卡> 從牌庫抽最多2張牌。,[Y][Y],熊熊果凍魔法,2,,
P-098,追加配料,【啟動】 【1回合1次】 在這個回合中，如果曾將2張或以上的牌從自己的支援區放置到棄牌區，這個餅乾獲得HP+1點。,[G][G][G],三明治光束,2,,
P-099,,,[G],外星狗狗祕密特務,1,,從牌庫抽最多1張牌。
P-100,,,[B],熊熊果凍冰錐,1,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
P-101,,,[B][B][B],發現了有趣的果凍!,2,然後，如果自己的手牌為5張或更少，則從牌庫抽最多2張牌，並從自己的手牌將1張牌放回牌庫最上方。,
P-102,一個橡實果凍就好!,【登場時】 如果雙方的棄牌區皆有15張或以上的牌，則選擇最多1個對手的餅乾。對它造成1點傷害。,[P],可愛的威脅,1,,
P-103,,【登場時】 <[R]> 選擇最多1個對手的餅乾。對它造成1點傷害。,[R][R][W],,3,然後，選擇最多1個自己的另一個[競技場]餅乾。在這個回合中，它的攻擊所需費用減少[R] 1點。,
P-104,,當這個餅乾從支援區被放置到戰鬥區時，從自己的戰鬥區將最多1個[P-104]以外且為LV.2或以下的餅乾以疲勞狀態放置到支援區。,[G][G][G],,3,然後，<從自己的支援區將1張牌移回手牌> 造成1點傷害。,
P-105,,【啟動】 【1回合1次】 <從自己的手牌棄1張[競技場]牌> 在這個回合中，這個餅乾的攻擊傷害+2點。,[B][B][B],,2,然後，從牌庫抽2張牌，並從自己的手牌將1張牌放回牌庫最上方或最下方。,
P-106,,【啟動】 【1回合1次】 在這個回合中，如果自己的[競技場]餅乾曾造成效果傷害，則在這個回合中，這個餅乾的攻擊傷害+1點。,[R][W],,2,,
P-107,,,[R][R][R],,3,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
P-108,,當這個餅乾暈倒時，<從自己的手牌棄1張[R][競技場]牌> 選擇最多1個對手的餅乾。對它造成2點傷害。,[R],,1,,
P-109,,【啟動】 【1回合1次】 <[Y]> 如果自己的休息區有4個或以上的[競技場餅乾]，或是在這個回合中，[競技場]餅乾曾被放置到自己的休息區，則對對手的所有餅乾分別造成1點傷害。,[Y][Y][W],,3,,
P-110,,【啟動】 【1回合1次】 如果自己的休息區有4個或以上的[競技場餅乾]，或是在這個回合中，[競技場]餅乾曾被放置到自己的休息區，則在這個回合中，這個餅乾的攻擊傷害+2點。,[Y][Y],,2,,
P-111,,,[Y][W],,2,然後，<從自己的手牌將1張[競技場]牌放置到休息區> 從牌庫抽最多2張牌，選擇最多1個對手的餅乾。對它造成1點傷害。,
P-112,,,[Y][Y][Y],,3,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
P-113,,,[G][G][G],,3,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
P-114,,當這個餅乾從支援區被放置到戰鬥區時，從自己的牌庫頂將最多1張牌以疲勞狀態放置到支援區，選擇最多1個對手的餅乾。對它造成1點傷害。,[G][G][G],,2,,
P-115,,【啟動】 如果自己的支援區有3張或更多的[G]牌，<將這個餅乾放置到棄牌區> 從牌庫抽最多1張牌，從自己的支援區將最多1個[競技場]餅乾放置到戰鬥區。,[G][W],,1,,
P-116,,【登場時】 <從手牌選擇2張[競技場]餅乾並展示它們> 如果自己的手牌為5張或更少，則從牌庫抽最多2張牌。,[B],,1,,
P-117,,,[B][B],,2,然後，<從自己的戰鬥區將另一個LV.2或以下的[B][競技場]餅乾放回牌庫最下方> 這個餅乾獲得HP+1點。,
P-118,,,[P][P][P],,3,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
P-119,,【啟動】 【1回合1次】 <從自己的棄牌區將5張沒有FLIP效果的[競技場]牌洗回牌庫> 選擇最多1個對手的餅乾。對它造成1點傷害。,[P][P][P],,2,,
P-120,,【登場時】 從自己的戰鬥區將1個[P]且為LV.2或以下的餅乾放置到棄牌區。,[P][P][P],,3,然後，從自己的棄牌區將最多1張[P][競技場]牌移回手牌。,
P-121,,【啟動】 如果自己的棄牌區有7張或更多的[P][競技場]牌，<將這個餅乾放置到棄牌區> 選擇最多1個對手的餅乾。對它造成1點傷害。,[P][P],,1,,
P-122,,<[R][Y][G][B][P]> 將這張牌放置到場景區。\n【啟動】 <將這張牌放置到棄牌區> 從自己的棄牌區將最多1個LV.3的餅乾放置到戰鬥區。如果放置成功，則從牌庫抽最多5張牌。,,,,,
P-123,,,[B][B][B],,3,然後，如果自己的手牌為5張或更少，則從牌庫抽最多1張牌。,
P-124,,【登場時】 <棄1張手牌> 從自己的棄牌區將最多1個[P]餅乾移回手牌。,[P][P][P],,3,,
P-125,,<[B][B]> 將這張牌放置到場景區。\n【啟動】 <[B]> <將這張牌改為疲勞狀態> 從牌庫抽最多1張牌。,,,,,
P-127,,,[R][R][R],,2,然後，<將自己的LV.2或以上的餅乾最上方2張HP卡放置到棄牌區> 造成2點傷害。,
P-128,,【啟動】 【1回合1次】 在這個回合中，如果對手的餅乾曾暈倒過，則從牌庫抽最多1張牌。,[R],,1,,
P-129,,【啟動】 【1回合1次】 如果這個餅乾剩餘HP為5點或以下，且在這個回合中，自己的餅乾曾獲得過HP，則這個餅乾獲得HP+1點。,[Y][Y][Y],,3,然後，<將這個餅乾最上方2張HP卡放置到棄牌區> 造成1點傷害。,
P-130,,,[Y][Y],,2,然後，如果這個餅乾剩餘HP為3點或以上，則選擇最多1個對手的餅乾。對它造成1點傷害。,
P-131,,【啟動】 【1回合1次】 如果自己的支援區有7張或更多的[G]牌，則將這個餅乾改為活躍狀態。,[G][G],,2,,
P-132,,【啟動】 <[G][G][G]> 將這個餅乾以疲勞狀態放置到支援區。,[G][G],,2,,
P-133,,【啟動】 【1回合1次】 從自己的戰鬥區將最多1個[B]且為LV.1的餅乾移回手牌。,[B][B][B],,3,,
P-134,,,[B][B][B],,3,然後，如果自己的手牌為7張或更多，則造成1點傷害。,
P-135,,【啟動】 【1回合1次】 從自己的牌庫頂將2張牌放置到棄牌區。,[P][P][P],,3,然後，<從自己的牌庫頂將3張牌放置到棄牌區> 從牌庫抽1張牌，並棄1張牌。,
P-136,,當這個餅乾暈倒時，<棄1張手牌> 從自己的棄牌區將最多1個[P]且為LV.3的餅乾移回手牌。,[P][P],,2,,
P-137,,【啟動】 【1回合1次】 在這個回合中，如果對手的餅乾曾暈倒過，則選擇最多1個自己的餅乾。在這個回合中，它的攻擊傷害+1點。,[R][R][R],,3,,
P-138,,【登場時】 在這個回合中，如果對手的餅乾曾暈倒過，則選擇最多1個自己的餅乾。它獲得HP+1點。,[R],,1,,
P-139,,【登場時】 如果自己的休息區有LV.3的餅乾，則這個餅乾獲得HP+1點。,[Y][Y],,2,,
P-140,,【啟動】 【1回合1次】 <棄1張手牌> 選擇最多1個剩餘HP為5點或以下且為LV.3自己的餅乾。它獲得HP+1點。,[Y][Y][Y],,3,,
P-141,,【啟動】 【1回合1次】 <從自己的支援區將1張[G]牌移回手牌> 選擇最多1個自己的餅乾。在這個回合中，它的攻擊傷害+1點。,[G][G][G],,2,,
P-142,,,[G][G],,2,然後，如果自己支援區的牌比對手少，則選擇最多1個剩餘HP為3點或以下自己的餅乾。它獲得HP+1點。,
P-143,,【登場時】 <[B]> <從自己的戰鬥區將1個LV.2或以下的餅乾移回手牌> 從牌庫抽最多2張牌。,[B][B][B],,3,然後，<棄1張手牌> 造成1點傷害。,
P-144,,【登場時】 <[B]> 從牌庫抽最多2張牌。,[B][B],,2,,
P-145,,在自己的回合結束時，<[P]> 從自己的牌庫頂將3張牌放置到棄牌區。,[P][P],,1,,
P-146,,【登場時】 從自己的棄牌區將最多1個LV.1的餅乾放置到戰鬥區。,[P][P],,2,,
P-147,,【特殊登場】 從自己的戰鬥區將1個[K]且為LV.1的餅乾放置到棄牌區。\n【登場時】 如果對手的手牌為4張或更多，則對手將1張手牌放置到棄牌區。,[K][K][K],,3,,
P-151,,,[R][R],,2,,從牌庫抽最多1張牌。
P-152,,,[Y][Y],,2,,從牌庫抽最多1張牌。
P-153,,,[G][G],,2,,從牌庫抽最多1張牌。
P-154,,,[B][B],,2,,從牌庫抽最多1張牌。
P-155,,,[P][P],,2,,從牌庫抽最多1張牌。
P-156,,,[K][K],,2,,從牌庫抽最多1張牌。
P-157,,,[R][R],,2,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
P-158,,,[Y][Y],,2,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
P-159,,,[G][G],,2,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
P-160,,,[B][B],,2,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
P-161,,,[P][P],,2,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
P-162,,,[K][K],,2,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
