BS9-050,烏鴉風暴,【啟動】 【1回合1次】 在這個回合中，如果曾將2張或以上的牌從自己的支援區放置到棄牌區，則從自己的支援區選擇最多1張牌改為活躍狀態。,[G][G][G],暗黑能量之箭,3,然後，<從自己的支援區將2張牌放置到棄牌區> 對對手的所有餅乾分別造成1點傷害。,
BS9-051,,,[G],研究的副作用,1,,從牌庫抽最多1張牌。
BS9-052,堅定的內心,如果自己的支援區有7張或更多的牌，則這個餅乾的攻擊傷害+1點。,[G][G],揮舞寶石魔杖,2,,
BS9-053,,,[G][G],蓬鬆的奶油,2,,從自己的支援區將最多3張牌移回手牌。然後，從自己的手牌將等量的[G]牌以疲勞狀態放置到支援區。
BS9-054,守護的意志,【啟動】 【1回合1次】 <從自己的支援區將2張牌放置到棄牌區> 選擇最多1個自己的餅乾。在這個回合中，它的攻擊傷害+1點。,[G][W],騎士突擊,1,,
BS9-055,舞台開幕,【額外】 如果對手的支援區有3張或更多的牌，且在這個回合中，有2張或以上的牌從自己的支援區被放置到棄牌區，則可以將這張牌放置到戰鬥區。\n【啟動】 【1回合1次】 如果自己的支援區有5張或更少的牌，則從自己的牌庫頂將最多1張牌以疲勞狀態放置到支援區。,[G][G],命運的巔峰,2,然後，<從自己的支援區將1張牌移回手牌> 選擇最多1個對手的餅乾。對它造成1點傷害。,
BS9-056,,,[W][W],妖精的祈禱,1,,
BS9-057,,,[W][W],妖精的祝福,1,,
BS9-058,,,[G][G][W][W],妖精的魔法,4,,
BS9-059,,,[G][G],舒適的屏障,2,然後，<將這個餅乾和自己的支援區中2張牌放置到棄牌區> 從牌庫抽最多2張牌。,
BS9-060,守護者的勇猛,【啟動】 【1回合1次】 <從自己的支援區將2張牌放置到棄牌區> 將自己的支援區選擇最多2張牌改為活躍狀態。,[G][G][G][G],崇高的力量,3,然後，如果對手的支援區有6張或更多的牌，選擇最多1個對手的餅乾。對它造成1點傷害。,
BS9-061,純潔的心,【啟動】 【1回合1次】 在這個回合中，如果曾將2張或以上的牌從自己的支援區放置到棄牌區，則從自己的牌庫頂將最多1張牌以疲勞狀態放置到支援區。,[G][W],歡快的鈴聲,1,,
BS9-062,,,[G][G],驚喜變身,3,然後，從自己的支援區將2張牌放置到棄牌區。,
BS9-063,滾一滾!,【啟動】 在這個回合中，如果曾將2張或以上的牌從自己的支援區放置到棄牌區，<將這個餅乾放置到棄牌區> 則從牌庫抽最多2張牌，並棄1張牌。,[G][W],衝撞,1,,
BS9-064,幸運的歌謠,當這個餅乾暈倒時，對手從自己的支援區將1張牌放置到棄牌區。,[G][G][G],歡樂演出,2,,
BS9-065,甜美的夢,【啟動】 【1回合1次】 如果自己的戰鬥區有另一個[Ancient]餅乾，則將自己的支援區選擇最多1張牌改為活躍狀態。,[G][W][W],百合花香,3,然後，<從自己的支援區將2張牌放置到棄牌區> 選擇最多1個自己的餅乾。它獲得HP+1點。,
BS9-066,,<[G]> <從自己的支援區將1張牌放置到棄牌區> 選擇最多1個自己的餅乾。它獲得HP+1點。,,,,,
BS9-067,,<[G]> <從自己的支援區將1張牌放置到棄牌區> 從牌庫抽最多2張牌。,,,,,
BS9-068,,<[G]> 如果自己支援區的牌比對手少，則在這個回合中，對手的餅乾攻擊力-1點。,,,,,
BS9-069,,<[G][G]> 選擇最多1個對手的餅乾。在這個回合中，它的攻擊傷害-2點。 然後，如果對手的支援區有5張或更多的牌，則將自己的支援區選擇最多1張牌改為活躍狀態。,,,,,
BS9-070,,<[G]> 將這張牌放置到場景區。\n【啟動】 <[G]> <將這張牌改為疲勞狀態> 如果自己支援區的牌比對手少或數量相同，且在這個回合中，有2張或以上的牌從自己的支援區被放置到棄牌區，則從自己的牌庫頂將最多1張牌以活躍狀態放置到支援區。,,,,,
,,,,,,,
BS9-071,,,[B],◎■●※▲◎●!!!,1,,從牌庫抽最多1張牌。
BS9-072,,,[W][W],虛假的祈禱,2,,
BS9-073,,,[W][W][W],虛假的祝福,3,,
BS9-074,,,[B][B][W][W],虛假的魔法,4,,
BS9-075,,,[B][B][B],黃冰淇淋球特技,3,然後，從自己的戰鬥區將最多1個LV.2或以下的餅乾放回牌庫最上方或最下方。,
BS9-076,,,[B][B],呼拉圈表演,2,然後，如果自己的手牌為2張或更少，則你可以將這個餅乾放回牌庫最下方。,
BS9-077,勘查時間,【登場時】 從牌庫抽1張牌。然後，從自己的手牌將1張牌放回牌庫最上方。,[B],黑影守衛,1,然後，將這個餅乾放回牌庫最上方或最下方。,
BS9-078,午夜百合花的芳香,【啟動】 【1回合1次】 如果自己的戰鬥區有另一個[Ancient]餅乾，則選擇最多1個對手的餅乾。將它放回對手牌庫最下方。,[B][W][W],百合花苞,2,然後，如果自己的手牌為5張或更少，則從牌庫抽最多2張牌。,
BS9-079,,,[B][B][W],再次歡迎各位!,3,然後，從自己的額外牌組展示最多1個[黑影牛奶餅乾]。發動它的攻擊效果。,
BS9-080,障眼法,【啟動】 如果自己的支援區有3張或更多的[B]牌，<將這個餅乾放回牌庫最下方> 從自己的牌庫頂查看1張牌，並放回牌庫最上方或最下方。,[B][W],熱帶魔法,1,,
BS9-081,非凡的特技之王,【啟動】 將這個餅乾放回牌庫最上方。,[B][B],令人眼花撩亂的雜技,1,,
BS9-082,替角,如果自己的戰鬥區有[黑影牛奶餅乾]，則對手的餅乾只能攻擊這個餅乾。,[B][W],投擲紙匕首,2,,
BS9-083,試鏡評審,【啟動】 【1回合1次】 在這個回合中，如果曾有餅乾從自己的戰鬥區被放回牌庫最上方或最下方，則從牌庫抽最多1張牌。,[B][B][B],馬戲團團長的威壓,3,,
BS9-084,,,[B],暗黑魔王的力量,1,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
BS9-085,,,[B][B],鯊魚魚雷轟炸,2,,從牌庫抽2張牌。然後，如果自己的手牌為5張或更少，或最下方。
BS9-086,可疑行為,【啟動】 【1回合1次】 從牌庫抽1張牌。然後，從自己的手牌將1張牌放回牌庫最上方。,[B][B],奇特的謎題,2,,
BS9-087,現做的爆米花,【啟動】 <[B]> <將這個餅乾放回牌庫最下方> 選擇最多1個剩餘HP為2點或以下自己的餅乾。它獲得HP+1點。,[B][B],爆米花派對,1,,
BS9-088,知曉者的溫暖,【額外】 在這個回合中，如果曾有餅乾從自己的戰鬥區被放回牌庫最下方，則可以讓[純香草餅乾] 【覺醒】。\n【登場時】 從自己的牌庫頂抽1張牌並展示它。如果抽出的牌為[B]且為LV.2的餅乾，則這個餅乾獲得HP+2點。然後，從牌庫抽最多2張牌。,[B][B][B],愛與和平,4,然後，<你可以支付[B]> 選擇最多1個自己的餅乾。它獲得HP+1點。,
BS9-089,光的祝福,【啟動】 【1回合1次】 <[B]> 從自己的牌庫頂抽1張牌並展示它。如果抽出的牌為[B]且為LV.2的餅乾，則對對手的所有餅乾分別造成1點傷害。,[B][B][B],相信你的直覺,3,然後，<從自己的戰鬥區將1個LV.1的餅乾放回牌庫最下方> 這個餅乾獲得HP+1點。,
BS9-090,,<[B]> 從自己的牌庫頂查看3張牌，並以任意順序放回牌庫最上方。,,,,,
BS9-091,,<[B][B]> <從手牌選擇1張[黑影牛奶餅乾]並展示它> 從自己的戰鬥區將1個[B]且為LV.2或以下的餅乾移回手牌。然後，從自己的手牌將1個[黑影牛奶餅乾]放置到戰鬥區。,,,,,
BS9-092,,<[B][B]> <棄2張手牌> 選擇最多1個對手的餅乾。對它造成2點傷害。 然後，你可以將這張牌【裝載】在自己的[黑影牛奶餅乾]上。如果自己的手牌為5張或更少，則在自己的回合中，【裝載】這個道具的餅乾受到的傷害-3點。,,,,,
BS9-093,,<[B][B]> 選擇最多1個對手的餅乾。在這個回合中，它的攻擊傷害-2點。 然後，如果自己的手牌為5張或更少，則從牌庫抽最多2張牌，並從自己的手牌將1張牌放回牌庫最上方。,,,,,
BS9-094,,<[B]> 從自己的牌庫頂抽1張牌並展示它，並依據抽出的牌的類別發動對應效果。\n・ 餅乾卡: 在這個回合中，對手的所有餅乾攻擊力-1點。\n・ 非餅乾卡: 從牌庫抽最多1張牌。,,,,,
BS9-095,,<[B]> 將這張牌放置到場景區。\n當自己的[黑影牛奶餅乾]攻擊時，如果自己的手牌為5張或更少，則從牌庫抽最多1張牌。,,,,,
,,,,,,,
BS9-096,欺騙,如果這個餅乾在自己的戰鬥區，則你在重整時不需將餅乾放置至休息區。,[P][P],煽動的魔法,1,,
BS9-097,虛無之刃,【啟動】 【1回合1次】 <[W]> <棄1張手牌> 如果自己的戰鬥區有另一個[Ancient]餅乾，則選擇最多1個對手的餅乾。將它最上方的1張HP卡放置到棄牌區。,[P][W][W],暮光之擊,3,然後，如果對手的棄牌區有20張或更多的牌，則造成1點傷害。,
BS9-098,下課!,【啟動】 如果自己的支援區有3張或更多的[P]牌，<將這個餅乾放置到棄牌區> 從對手的牌庫頂將3張牌放置到棄牌區。,[P][P][P],咖啡魔法陣,2,,
BS9-099,強化的魔咒,【啟動】 【1回合1次】 <[P]> <從自己的牌庫頂將5張牌放置到棄牌區> 在這個回合中，這個餅乾的攻擊傷害+1點。,[P][P][P],雷電魔法,3,,
BS9-100,舞台廣播,【登場時】 <從自己的牌庫頂將5張牌放置到棄牌區> 從對手的牌庫頂將5張牌放置到棄牌區。,[P][P][P],表演時間!,3,然後，從雙方的牌庫頂分別將3張牌放置到棄牌區。,
BS9-101,整理魔導書,【啟動】 <[P]> <將這個餅乾放置到棄牌區> 從自己的牌庫頂查看3張牌，從其中選擇最多1張[P]牌，將它展示後移回手牌。然後，將未選擇的牌放置到棄牌區。,[P][P],魔法陣,1,,
BS9-102,精彩的結尾,【額外】如果雙方的棄牌區皆有20張或以上的牌，則可以將這張牌放置到戰鬥區。\n【啟動】 【1回合1次】 <從自己的手牌棄1張[P]牌> 如果對手的手牌為4張或更多，則對手將1張手牌放置到棄牌區。,[P][P],虛偽的人格,2,然後，如果對手的棄牌區有20張或更多的牌，則造成1點傷害。,
BS9-103,,,[W][W],咩!,2,,
BS9-104,,,[P][P][P],7個預言,3,,從牌庫抽最多1張牌。
BS9-105,,,[W][W],有趣的謊言,1,,
BS9-106,「后」的險招,當這個餅乾因自己的[黑影牛奶餅乾]的效果而從自己的手牌放置到棄牌區時，從牌庫抽最多2張牌。,[P][P],所剩無幾了…,2,,
BS9-107,「主教」的行動,當這個餅乾因自己的[黑影牛奶餅乾]的效果而從自己的手牌放置到棄牌區時，選擇最多1個自己的[P]餅乾。它獲得HP+1點。,[P][P],兵又再次停止了,2,,
BS9-108,「兵」的一步,當這個餅乾因自己的[黑影牛奶餅乾]的效果而從自己的手牌放置到棄牌區時，選擇最多1個對手的餅乾。將它最上方的1張HP卡放置到棄牌區。,[P][P],我不想碎掉!,2,,
BS9-109,,,[P][P][W][W],玉米糖鞭炮,4,,
BS9-110,,,[P][P][P],指揮官的權力,3,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
BS9-111,特殊材料,如果這個餅乾在自己的戰鬥區，則對手在重整時需將2個餅乾放置至休息區。,[P][P][P],麵團漩渦,2,,
BS9-112,蓬鬆的南瓜裙,如果自己的棄牌區有15張或更多的牌，則這個餅乾的攻擊力+1點。,[P][P],怪異可怕的陰影,1,,
BS9-113,,,[P][P],製作藥水,2,,如果自己的棄牌區有15張或更多的牌，<棄1張手牌> 則從自己的棄牌區將最多1個餅乾移回手牌。
BS9-114,,<[P]> 依據自己的棄牌區數量發動對應的效果。\n・ 14張或以下: 從自己的牌庫頂將5張牌放置到棄牌區。\n・ 15張或以上: 從對手的牌庫頂將3張牌放置到棄牌區。,,,,,
BS9-115,,<[P]> 從牌庫抽最多1張牌。然後，如果對手的棄牌區有15張或更少的牌，則從對手的牌庫頂將3張牌放置到棄牌區。,,,,,
BS9-116,,<[P]> 如果對手的棄牌區有15張或更多的牌，則對手選擇最多1個自己的餅乾。將它最上方的1張HP卡放置到棄牌區。,,,,,
BS9-117,,<[P][P]> 選擇最多1個對手的餅乾。在這個回合中，它的攻擊傷害-2點。 然後，如果對手的棄牌區有20張或更多的牌，則它的攻擊傷害再-1點。,,,,,
BS9-118,,<[P]> 將這張牌放置到場景區。\n雙方皆可使用以下效果。\n【啟動】 【1回合1次】 <棄1張手牌> 選擇最多1個對手的餅乾。將它最上方的1張HP卡放置到棄牌區。,,,,,
